iot_collect_data	field	0
iot_collect_data	address	0
iot_collect_data	value	0
iot_collect_data	reason	0
iot_collect_detail	store_action	0
iot_collect_task	name	1
iot_collect_task	cron	1
iot_collect_task	status	0
iot_collect_task	remark	1
iot_collect_task	reason	1
iot_device	name	8
iot_device	lon	0
iot_device	lat	0
iot_device	ip	0
iot_device	address	2
iot_device	extend	0
iot_device	account	0
iot_device	password	0
iot_device	device_sn	0
iot_device_group	lat	0
iot_device_group	lon	0
iot_device_group	name	4
iot_device_group	path	0
iot_device_group	remark	2
iot_device_group	address	4
iot_event_source	cron	1
iot_event_source	name	1
iot_event_source	reason	0
iot_gateway	name	3
iot_gateway	host	0
iot_gateway	username	0
iot_gateway	password	0
iot_gateway	protocol_type	0
iot_gateway	remark	5
iot_gateway	reason	0
iot_model_api	code	0
iot_model_api	direct	0
iot_model_api	name	5
iot_model_api	remark	4
iot_model_api	func_type	0
iot_model_api_config	api_code	0
iot_model_api_config	attr_field	0
iot_model_api_config	data_type	0
iot_model_api_config	attr_name	8
iot_model_api_config	field_type	0
iot_model_api_config	value	0
iot_model_api_config	remark	16
iot_model_api_config	protocol_data_type	0
iot_model_api_config	protocol_attr_field	0
iot_model_api_config	protocol_attr_name	16
iot_model_attr	field	0
iot_model_attr	name	6
iot_model_attr	data_type	0
iot_model_attr	unit	2
iot_model_attr	remark	4
iot_model_attr	attr_type	0
iot_model_attr	real_type	0
iot_model_attr	default_value	0
iot_model_attr	resolver	0
iot_model_attr	script	0
iot_model_attr_dict	path	0
iot_model_attr_dict	dict_name	4
iot_model_attr_dict	dict_value	0
iot_point_group	name	1
iot_product	logo	0
iot_product	code	0
iot_product	name	0
iot_product	remark	0
iot_product	protocol_code	0
iot_product_bak_charsetfix_20260603	logo	0
iot_product_bak_charsetfix_20260603	code	0
iot_product_bak_charsetfix_20260603	name	9
iot_product_bak_charsetfix_20260603	remark	5
iot_product_bak_charsetfix_20260603	protocol_code	0
iot_product_type	path	0
iot_product_type	name	0
iot_product_type	alias	0
iot_product_type	image	0
iot_product_type	remark	0
iot_product_type_bak_charsetfix_20260603	path	0
iot_product_type_bak_charsetfix_20260603	name	9
iot_product_type_bak_charsetfix_20260603	alias	0
iot_product_type_bak_charsetfix_20260603	image	0
iot_product_type_bak_charsetfix_20260603	remark	11
iot_protocol	name	5
iot_protocol	code	0
iot_protocol	type	0
iot_protocol	impl_class	0
iot_protocol	impl_mode	0
iot_protocol	jar_path	0
iot_protocol	remark	4
iot_protocol	version	0
iot_protocol	ctrl_mode	0
iot_protocol	check_type	0
iot_protocol	decoder_type	0
iot_protocol_api	code	0
iot_protocol_api	protocol_code	0
iot_protocol_api	name	0
iot_protocol_api	remark	0
iot_protocol_api	func_type	0
iot_protocol_api_config	field_type	0
iot_protocol_api_config	protocol_api_code	0
iot_protocol_api_config	protocol_attr_field	0
iot_protocol_api_config	remark	0
iot_protocol_api_config	position	0
iot_protocol_api_config	direction	0
iot_protocol_attr	protocol_code	0
iot_protocol_attr	field	0
iot_protocol_attr	name	0
iot_protocol_attr	data_type	0
iot_protocol_attr	remark	0
iot_protocol_attr	attr_type	0
iot_serial	name	1
iot_serial	com	0
iot_serial	status	0
